Employee_ID,Department_ID,Location_ID,JobRole_ID,Age,Gender,Education_ID,Years_Experience,Date_of_Joining,Joining_Date_ID,Performance_Rating,Engagement_Score,Work_Life_Balance,Salary,Attrition,Absenteeism_Days,Training_Hours,Last_Hike_Percentage,Promotion_Last_3_Years,Satisfaction_Score,Remote_Work_Percentage,Overtime_Hours,Last_Review_Date,Last_Review_Date_ID,Tenure_Years,Age_Group,Performance_Category,Salary_Per_Year_Experience,Comp_Ratio
18225,3,3,3,39,Female,2,14,2024-06-11,3450,5,4,4,603871,No,3,47,28,Yes,4,71,12,2024-12-07,3629,0.5557837097878165,31-40,High,40258.066666666666,1.245634192124425
18226,4,3,1,27,Male,1,5,2015-10-25,298,2,3,3,800106,No,4,92,0,No,2,27,5,2016-09-06,615,9.1854893908282,21-30,Low,133351.0,0.8227666387648618
18227,5,3,3,22,Female,4,3,2019-02-04,1496,5,5,3,511924,Yes,6,61,25,No,4,40,13,2019-08-31,1704,5.905544147843942,21-30,High,127981.0,1.0559706264568163
18228,3,1,3,35,Female,4,12,2023-10-23,3218,5,4,3,593150,No,1,88,19,Yes,3,56,9,2024-11-16,3608,1.1909650924024642,31-40,High,45626.92307692308,1.223519462035108
18229,2,1,3,37,Male,1,17,2015-02-06,37,5,5,4,647906,No,0,40,25,Yes,4,76,10,2016-05-12,498,9.900068446269678,31-40,High,35994.77777777778,1.33646733637245
18230,2,3,1,21,Female,1,2,2024-07-20,3489,1,2,2,800000,Yes,5,75,3,No,1,52,8,2024-11-20,3612,0.4490075290896646,21-30,Low,266666.6666666667,0.8226576366280086
18231,1,1,4,29,Male,2,9,2018-10-06,1375,1,1,5,271238,No,2,33,1,No,2,37,3,2019-12-24,1819,6.236824093086927,21-30,Low,27123.8,0.8889930417853409
18232,4,3,4,24,Female,1,0,2021-11-27,2523,2,1,5,252357,Yes,4,11,4,No,2,19,8,2023-01-09,2931,3.0937713894592744,21-30,Low,252357.0,0.8271098335993602
18233,1,3,3,25,Female,4,2,2020-01-09,1835,5,5,5,488661,No,4,79,20,No,5,84,12,2020-08-06,2045,4.97741273100616,21-30,High,162887.0,1.0079849006786443
18234,2,1,3,38,Male,2,17,2018-05-02,1218,5,4,4,602123,No,4,43,15,Yes,4,64,7,2019-10-17,1751,6.666666666666667,31-40,High,33451.27777777778,1.2420285071886796
18235,2,3,3,23,Female,2,0,2021-09-07,2442,4,5,5,456745,No,3,74,16,No,4,82,12,2022-12-01,2892,3.3155373032169746,21-30,High,456745.0,0.9421502093690052
18236,4,2,1,23,Male,1,3,2022-06-25,2733,1,1,2,800000,Yes,6,49,4,No,1,47,4,2023-02-28,2981,2.518822724161533,21-30,Low,200000.0,0.8226576366280086
18237,2,1,5,28,Other,4,4,2024-10-26,3587,3,3,3,690264,No,3,61,8,No,3,34,4,2024-11-22,3614,0.1806981519507187,21-30,Medium,138052.8,0.9515101514183452
18238,4,2,2,37,Female,2,12,2019-12-20,1815,3,2,4,403691,No,4,41,9,Yes,3,62,19,2020-11-26,2157,5.032169746748802,31-40,Medium,31053.153846153848,1.1074803916458398
18239,1,4,3,22,Female,4,0,2018-09-13,1352,5,3,5,443704,No,3,41,22,No,4,48,11,2019-06-09,1621,6.299794661190965,21-30,High,443704.0,0.9152499020194311
18240,2,2,3,30,Male,2,7,2018-02-27,1154,4,5,4,491704,No,2,57,26,No,4,69,11,2019-04-25,1576,6.841889117043121,21-30,High,61463.0,1.0142618453350936
18241,3,3,3,34,Male,1,10,2021-09-17,2452,1,1,3,447407,No,2,17,4,No,1,70,8,2022-08-05,2774,3.2881587953456535,31-40,Low,40673.36363636364,0.9228882608964707
18242,2,1,4,28,Female,2,7,2019-06-18,1630,4,5,3,272052,Yes,5,46,27,No,4,45,11,2019-12-21,1816,5.538672142368241,21-30,High,34006.5,0.891660958286765
18243,2,1,2,32,Male,1,11,2023-11-01,3227,5,5,5,401170,No,4,67,15,No,5,68,14,2024-11-15,3607,1.1663244353182751,31-40,High,33430.833333333336,1.1005643145786295
18244,1,1,3,21,Female,1,0,2017-07-06,918,4,5,5,458875,No,1,58,27,No,4,74,10,2018-08-22,1330,7.488021902806297,21-30,High,458875.0,0.9465438643536377
18245,5,3,3,28,Female,1,8,2023-04-02,3014,2,1,5,427178,No,2,13,0,No,2,66,13,2024-02-17,3335,1.7494866529774127,21-30,Low,47464.22222222222,0.8811609150353762
18246,4,2,1,21,Female,3,1,2017-11-18,1053,5,5,2,977700,No,13,49,18,No,3,35,11,2019-05-03,1584,7.1184120465434635,21-30,High,488850.0,1.005390464164005
18247,2,1,3,45,Male,2,21,2015-09-25,268,5,5,3,588542,No,3,66,27,No,4,52,12,2016-11-02,672,9.267624914442163,41-50,High,26751.909090909092,1.2140143154768044
18248,1,3,4,21,Male,1,0,2021-05-23,2335,5,3,4,293389,No,1,93,21,No,3,19,9,2021-11-23,2519,3.6084873374401094,21-30,High,293389.0,0.9615938015188115
18249,6,1,2,37,Female,1,15,2020-01-02,1828,4,5,3,380590,No,2,71,26,No,4,85,9,2020-11-19,2150,4.996577686516085,31-40,High,23786.875,1.0441054228518598
18250,4,1,2,32,Female,2,11,2022-12-23,2914,4,3,5,380418,No,1,51,20,Yes,4,76,12,2024-02-28,3346,2.023271731690623,31-40,High,31701.5,1.0436335603942795
18251,3,2,3,27,Female,2,7,2024-10-06,3567,1,3,3,448138,No,1,58,8,No,2,48,15,2024-10-17,3578,0.23545516769336072,21-30,Low,56017.25,0.9243961302832154
18252,4,1,3,41,Male,3,22,2017-08-22,965,5,5,5,600837,No,2,55,28,Yes,5,75,11,2018-07-28,1305,7.359342915811088,41-50,High,26123.347826086956,1.2393758122073475
18253,4,3,4,21,Male,1,0,2020-11-11,2142,4,5,3,265023,Yes,11,68,27,No,4,35,7,2022-01-28,2585,4.136892539356605,21-30,High,265023.0,0.868623138767711
18254,5,1,2,33,Other,3,8,2019-12-14,1809,3,4,5,344435,No,1,43,8,No,4,60,15,2020-07-08,2016,5.048596851471594,31-40,Medium,38270.555555555555,0.9449182882366335
18255,3,2,3,37,Male,3,12,2020-02-11,1868,5,5,3,591019,No,1,96,25,Yes,4,70,16,2021-02-27,2250,4.887063655030801,31-40,High,45463.0,1.2191237443016565
18256,3,4,2,28,Female,1,8,2016-07-07,554,1,3,4,300000,No,2,21,1,No,3,70,13,2017-05-25,876,8.484599589322382,21-30,Low,33333.333333333336,0.8230159143843978
18257,1,4,2,30,Female,2,8,2021-05-07,2319,3,2,5,330457,No,7,47,17,No,3,65,9,2022-03-20,2636,3.652292950034223,21-30,Medium,36717.444444444445,0.9065712333990832
18258,6,4,5,29,Female,1,9,2020-07-14,2022,1,1,2,620457,No,7,66,0,No,1,50,6,2021-10-06,2471,4.465434633812457,21-30,Low,62045.7,0.8552831004058913
18259,4,4,1,27,Female,1,2,2022-02-18,2606,4,5,4,915484,No,2,48,27,No,4,44,7,2023-07-28,3131,2.86652977412731,21-30,High,305161.3333333333,0.9414123797634448
18260,2,3,1,21,Male,4,0,2020-07-11,2019,3,5,3,800000,No,1,49,19,No,3,41,9,2021-01-21,2213,4.473648186173854,21-30,Medium,800000.0,0.8226576366280086
18261,6,3,4,26,Male,1,5,2023-08-03,3137,5,4,4,323092,No,3,64,15,No,4,14,10,2024-12-05,3627,1.4127310061601643,21-30,High,53848.666666666664,1.0589465335111945
18262,6,3,2,39,Male,4,16,2024-10-12,3573,5,5,3,478160,No,1,82,27,No,4,69,12,2024-10-29,3590,0.2190280629705681,31-40,High,28127.058823529413,1.3117776320734789
18263,6,3,4,36,Female,1,17,2020-12-14,2175,3,5,3,362937,No,1,19,17,Yes,3,31,6,2021-07-24,2397,4.046543463381246,31-40,Medium,20163.166666666668,1.1895400629942938
18264,5,3,4,50,Female,2,26,2021-12-07,2533,5,3,3,455008,No,1,47,19,Yes,3,38,8,2022-10-13,2843,3.0663928815879533,41-50,High,16852.14814814815,1.491306328599475
18265,6,1,2,21,Female,1,0,2016-07-27,574,1,1,5,300000,Yes,6,12,7,No,2,49,13,2017-11-13,1048,8.429842573579739,21-30,Low,300000.0,0.8230159143843978
18266,2,4,2,22,Female,1,0,2021-08-13,2417,1,1,3,300000,No,1,54,3,No,1,43,17,2022-06-10,2718,3.383983572895277,21-30,Low,300000.0,0.8230159143843978
18267,5,3,1,37,Male,2,17,2019-12-18,1813,2,2,4,1000874,No,3,68,6,Yes,2,22,7,2020-12-03,2164,5.037645448323066,31-40,Low,55604.11111111111,1.029220799253027
18268,5,4,2,34,Male,3,11,2019-05-06,1587,4,4,5,359276,No,2,95,23,No,4,77,10,2020-04-17,1934,5.6563997262149215,31-40,High,29939.666666666668,0.9856328855212297
18269,2,1,2,26,Male,1,3,2023-01-01,2923,3,4,5,300000,No,5,13,12,Yes,4,48,12,2023-07-29,3132,1.998631074606434,21-30,Medium,75000.0,0.8230159143843978
18270,1,1,4,44,Male,3,24,2023-01-04,2926,5,5,5,395922,No,2,77,19,Yes,5,40,7,2023-11-21,3247,1.9904175222450375,41-50,High,15836.88,1.2976496769985613
18271,6,1,4,38,Male,1,15,2018-01-04,1100,2,1,4,295032,No,1,12,4,No,2,42,8,2019-03-24,1544,6.9897330595482545,31-40,Low,18439.5,0.9669787976021527
18272,2,2,1,21,Other,1,1,2016-12-08,708,2,4,3,800000,No,3,53,6,No,3,51,3,2017-10-31,1035,8.062970568104038,21-30,Low,400000.0,0.8226576366280086
18273,5,1,4,35,Male,1,10,2018-05-07,1223,5,3,5,348373,No,2,92,17,Yes,4,31,6,2019-04-17,1568,6.652977412731006,31-40,High,31670.272727272728,1.1418059893742196
18274,1,2,1,26,Female,1,1,2022-03-17,2633,3,1,3,849052,No,2,95,11,No,2,56,3,2023-06-18,3091,2.7926078028747434,21-30,Medium,424526.0,0.873098889617855
18275,1,1,3,27,Female,1,3,2022-08-11,2780,3,2,3,406233,No,2,45,10,Yes,2,59,16,2023-03-23,3004,2.3901437371663246,21-30,Medium,101558.25,0.837956641019823
18276,3,1,2,46,Male,2,21,2021-06-27,2370,5,4,4,449199,No,1,77,17,Yes,4,75,7,2022-07-06,2744,3.512662559890486,41-50,High,20418.136363636364,1.2323264190851904
18277,2,3,1,23,Male,2,1,2020-08-24,2063,5,5,4,913550,No,2,80,20,No,4,33,6,2021-12-27,2553,4.353182751540041,21-30,High,456775.0,0.9394236049268966
18278,4,4,4,33,Female,1,11,2021-05-16,2328,3,1,3,314186,No,1,45,13,No,2,36,2,2021-12-11,2537,3.6276522929500343,31-40,Medium,26182.166666666668,1.0297567738531073
18279,4,1,2,30,Male,1,10,2019-09-04,1708,1,1,5,323958,Yes,7,21,11,No,2,75,14,2020-11-17,2148,5.325119780971937,21-30,Low,29450.727272727272,0.8887419653071358
18280,1,3,2,27,Male,1,8,2020-01-13,1839,3,4,3,340769,No,3,44,9,No,3,44,12,2021-04-09,2291,4.9664613278576315,21-30,Medium,37863.22222222222,0.9348610337628562
18281,2,1,3,21,Female,2,2,2021-09-26,2461,5,5,4,497260,No,1,92,27,No,4,50,15,2022-04-28,2675,3.263518138261465,21-30,High,165753.33333333334,1.0257224777738814
18282,2,1,1,39,Female,2,15,2021-05-23,2335,5,3,4,1034288,No,3,69,23,No,3,57,7,2022-11-09,2870,3.6084873374401094,31-40,High,64643.0,1.063581152090887
18283,2,3,3,32,Female,2,12,2017-12-20,1085,4,5,4,531405,No,1,78,15,No,4,42,9,2019-02-24,1516,7.030800821355236,31-40,High,40877.307692307695,1.0961550362012418
18284,5,3,4,38,Female,4,18,2018-08-07,1315,3,3,5,325993,No,2,22,13,No,3,20,8,2019-06-01,1613,6.401095140314853,31-40,Medium,17157.526315789473,1.0684546732785547
18285,3,4,1,31,Male,1,6,2018-10-03,1372,1,2,4,800000,No,0,57,10,Yes,2,23,2,2020-01-23,1849,6.245037645448323,31-40,Low,114285.71428571429,0.8226576366280086
18286,1,2,2,21,Male,1,0,2016-01-26,391,1,3,5,300000,No,1,43,7,No,3,46,10,2017-05-08,859,8.930869267624914,21-30,Low,300000.0,0.8230159143843978
18287,3,4,3,23,Male,1,2,2018-02-07,1134,5,4,3,446391,No,3,48,16,No,3,59,8,2018-08-07,1315,6.896646132785763,21-30,High,148797.0,0.9207925080962891
18288,1,1,3,51,Female,3,30,2022-03-25,2641,5,4,4,723115,No,4,55,16,No,4,79,16,2023-05-12,3054,2.7707049965776864,51-60,High,23326.290322580644,1.4916046123063595
18289,2,1,3,29,Female,4,8,2019-12-20,1815,2,3,4,478030,No,0,47,3,No,3,86,10,2021-02-01,2224,5.032169746748802,21-30,Low,53114.444444444445,0.9860558179830442
18290,2,1,3,40,Female,1,16,2015-01-24,24,3,5,5,516398,Yes,7,23,10,Yes,4,79,8,2015-08-12,224,9.935660506502396,31-40,Medium,30376.352941176472,1.0651993646733637
18291,5,3,5,31,Female,1,9,2021-04-25,2307,3,5,3,764088,No,4,42,13,No,3,44,5,2022-07-01,2739,3.685147159479808,31-40,Medium,76408.8,1.0532745276835247
18292,6,1,2,43,Male,2,24,2020-11-23,2154,2,4,5,454489,No,4,40,10,No,4,84,16,2021-12-06,2532,4.1040383299110195,41-50,Low,18179.56,1.2468389330421685
18293,5,1,3,31,Female,1,10,2024-09-03,3534,4,4,4,553812,No,0,64,19,No,4,50,7,2024-10-04,3565,0.3258042436687201,31-40,High,50346.545454545456,1.1423750489902844
18294,2,3,3,33,Other,1,12,2018-08-07,1315,5,5,3,520416,No,0,41,17,Yes,4,73,11,2020-01-13,1839,6.401095140314853,31-40,High,40032.0,1.0734874894284123
18295,2,1,3,28,Female,2,7,2021-09-09,2444,1,2,5,400000,No,2,42,10,No,3,51,9,2022-12-22,2913,3.3100616016427105,21-30,Low,50000.0,0.8250995276305204
18296,3,1,2,24,Female,3,1,2016-06-08,525,5,4,4,336485,No,3,60,27,Yes,4,54,22,2017-03-17,807,8.563997262149213,21-30,High,168242.5,0.923108366505447
18297,4,1,3,21,Female,1,0,2018-06-25,1272,1,1,5,400000,Yes,8,51,9,No,2,45,15,2019-09-15,1719,6.5188227241615335,21-30,Low,400000.0,0.8250995276305204
18298,6,1,3,24,Male,2,1,2018-12-17,1447,3,2,4,400000,Yes,12,55,18,No,3,40,13,2020-03-17,1903,6.039698836413415,21-30,Medium,200000.0,0.8250995276305204
18299,2,3,3,37,Female,2,12,2022-05-22,2699,5,3,4,574186,No,1,53,25,No,3,75,13,2023-01-23,2945,2.6119096509240247,31-40,High,44168.153846153844,1.184401493430145
18300,1,3,1,39,Female,3,19,2019-10-22,1756,4,5,4,1113648,No,2,57,18,Yes,4,29,8,2020-11-21,2152,5.193702943189596,31-40,High,55682.4,1.1451887896443858
18301,4,1,2,25,Female,1,5,2022-12-18,2909,3,3,5,334167,No,2,53,9,No,3,62,11,2024-03-28,3375,2.0369609856262834,21-30,Medium,55694.5,0.9167491968736369
18302,5,1,4,33,Male,1,8,2022-07-05,2743,3,5,4,294452,No,2,57,9,No,4,20,12,2023-06-06,3079,2.4914442162902124,31-40,Medium,32716.88888888889,0.9650778251564205
18303,5,4,4,29,Male,3,7,2020-07-06,2014,5,3,5,326269,No,0,40,21,Yes,4,49,4,2021-10-09,2474,4.487337440109514,21-30,High,40783.625,1.0693592739596274
18304,4,2,4,35,Male,1,15,2024-08-22,3522,2,1,5,307922,No,4,42,8,No,2,35,4,2024-12-26,3648,0.3586584531143053,31-40,Low,19245.125,1.0092262714392
18305,6,3,3,21,Male,1,0,2015-06-18,169,4,4,5,400000,No,3,84,26,No,4,53,14,2016-06-16,533,9.538672142368242,21-30,High,400000.0,0.8250995276305204
18306,3,2,2,27,Female,4,5,2021-03-03,2254,4,4,5,366297,No,1,70,17,No,4,73,17,2022-07-01,2739,3.8302532511978096,21-30,High,61049.5,1.004894201304206
18307,6,1,3,24,Male,3,0,2017-12-14,1079,5,4,4,461984,No,1,80,28,No,4,54,8,2019-02-07,1499,7.047227926078029,21-30,High,461984.0,0.9529569504321459
18308,6,5,1,36,Female,2,14,2017-06-09,891,3,2,4,971116,Yes,10,73,14,No,3,28,8,2018-04-21,1207,7.561943874058864,31-40,Medium,64741.066666666666,0.9986199918145565
18309,5,3,4,46,Female,3,21,2016-01-19,384,5,5,3,376999,No,0,91,21,No,4,34,7,2016-12-03,703,8.950034223134839,41-50,High,17136.31818181818,1.2356288121871999
18310,2,1,2,24,Female,2,3,2019-11-17,1782,3,1,5,342811,Yes,9,35,19,No,3,85,13,2020-10-25,2125,5.122518822724161,21-30,Medium,85702.75,0.9404630287534327
18311,2,2,3,26,Female,2,5,2021-11-18,2514,5,5,5,479709,No,3,80,16,Yes,5,40,13,2022-10-15,2845,3.1184120465434635,21-30,High,79951.5,0.9895191732502733
18312,3,1,4,28,Female,1,5,2022-03-05,2621,2,4,3,277300,No,2,41,8,No,3,23,6,2023-01-05,2927,2.8254620123203287,21-30,Low,46216.666666666664,0.9088614813819414
18313,3,1,4,24,Male,1,3,2022-10-11,2841,5,4,5,309044,Yes,7,71,28,No,4,46,5,2024-01-10,3297,2.223134839151266,21-30,High,77261.0,1.012903669860082
18314,5,5,4,37,Male,2,14,2022-04-04,2651,4,4,3,363879,No,3,41,27,No,3,33,11,2022-10-14,2844,2.7433264887063653,31-40,High,24258.6,1.1926275044492587
18315,1,4,2,33,Male,2,12,2020-04-10,1927,4,2,4,357378,No,1,53,25,No,3,60,12,2021-03-28,2279,4.725530458590007,31-40,High,27490.615384615383,0.9804259381695577
18316,2,1,3,33,Female,2,11,2023-02-16,2969,4,3,3,547192,No,3,53,24,No,3,80,8,2024-02-12,3330,1.8726899383983573,31-40,High,45599.333333333336,1.1287196518079994
18317,4,2,2,43,Female,2,21,2021-08-02,2406,2,1,3,364450,No,2,17,4,No,2,85,12,2022-02-07,2595,3.4140999315537304,41-50,Low,16565.909090909092,0.9998271666579793
18318,1,3,1,34,Female,3,13,2018-05-24,1240,5,5,3,1151902,No,4,76,25,Yes,4,47,5,2019-05-02,1583,6.606433949349761,31-40,High,82278.71428571429,1.1845262211838454
18319,2,1,1,22,Other,1,3,2022-05-25,2702,3,5,3,844160,Yes,9,59,16,Yes,3,24,6,2023-03-23,3004,2.6036960985626285,21-30,Medium,211040.0,0.8680683381698747
18320,2,3,2,35,Female,2,10,2016-11-18,688,2,2,4,326844,No,2,43,0,No,2,79,10,2017-09-14,988,8.11772758384668,31-40,Low,29713.090909090908,0.8966593784035137
18321,4,3,5,21,Male,1,0,2022-05-19,2696,1,3,3,600000,No,0,71,5,Yes,2,22,10,2023-08-28,3162,2.620123203285421,21-30,Low,600000.0,0.8270836822592618
18322,2,3,2,21,Male,2,0,2018-01-26,1122,1,1,5,300000,Yes,10,32,5,No,2,54,11,2019-04-20,1571,6.929500342231348,21-30,Low,300000.0,0.8230159143843978
18323,5,3,4,28,Male,4,6,2019-04-15,1566,2,1,4,250000,No,2,45,8,No,2,29,6,2019-10-15,1749,5.713894592744696,21-30,Low,35714.28571428572,0.8193846748845487
18324,3,3,2,34,Female,1,13,2022-02-13,2601,4,5,4,377174,No,5,82,22,No,4,42,18,2023-07-08,3111,2.8802190280629705,31-40,High,26941.0,1.0347340149734028
18325,6,5,5,38,Male,1,18,2015-05-20,140,3,1,4,768519,No,0,92,18,Yes,2,53,2,2016-08-16,594,9.618069815195073,31-40,Medium,40448.36842105263,1.0593825406770094
18326,3,1,2,30,Female,1,10,2021-11-27,2523,1,1,5,335952,No,0,39,2,No,2,84,15,2022-07-15,2753,3.0937713894592744,21-30,Low,30541.090909090908,0.9216461415642241
18327,2,4,3,28,Male,1,6,2018-10-17,1386,3,5,5,458436,No,3,14,19,Yes,4,44,9,2019-09-05,1709,6.206707734428473,21-30,Medium,65490.857142857145,0.9456383176220632
18328,2,1,3,31,Female,2,11,2018-02-20,1147,5,3,4,566165,No,0,81,19,No,3,59,15,2019-04-07,1558,6.861054072553046,31-40,High,47180.416666666664,1.167856185152334
18329,1,1,4,36,Male,4,17,2019-11-21,1786,3,2,5,338820,No,2,26,15,No,3,15,9,2020-08-12,2051,5.111567419575633,31-40,Medium,18823.333333333332,1.1104956621775313
18330,3,1,2,26,Female,2,6,2023-10-27,3222,5,4,5,405674,No,1,47,26,Yes,4,80,6,2024-10-16,3577,1.1800136892539357,21-30,High,57953.42857142857,1.1129205268399207
18331,1,3,4,25,Female,4,0,2023-11-07,3233,5,3,5,291252,No,2,87,27,No,4,45,5,2024-10-15,3576,1.1498973305954825,21-30,High,291252.0,0.9545897013178983
18332,2,1,3,29,Male,2,4,2018-11-18,1418,2,4,3,400000,No,2,10,1,No,3,56,10,2019-07-18,1660,6.119096509240246,21-30,Low,80000.0,0.8250995276305204
18333,4,4,2,37,Other,2,17,2020-06-08,1986,5,5,4,447105,No,2,54,17,No,4,53,11,2021-05-02,2314,4.563997262149213,31-40,High,24839.166666666668,1.2265817680027873
18334,2,3,1,46,Male,2,27,2016-05-12,498,4,2,4,1207808,No,3,46,25,No,3,50,1,2017-04-02,823,8.63791923340178,41-50,High,43136.0,1.2420155934755024
18335,2,1,3,34,Female,1,15,2015-02-11,42,4,4,4,594298,No,1,78,25,Yes,4,79,15,2015-12-10,344,9.886379192334017,31-40,High,37143.625,1.2258874976794076
18336,5,3,2,24,Female,3,3,2020-06-08,1986,5,3,4,335760,No,2,88,23,No,3,66,18,2021-08-21,2425,4.563997262149213,21-30,High,83940.0,0.921119411379018
18337,6,4,4,24,Female,2,4,2019-02-25,1517,4,2,4,269656,Yes,7,81,17,Yes,3,36,5,2020-04-09,1926,5.848049281314168,21-30,High,53931.2,0.8838079755626714
18338,1,3,1,21,Female,1,0,2023-05-06,3048,5,3,4,923808,No,2,66,22,No,3,51,9,2024-04-08,3386,1.6563997262149213,21-30,High,923808.0,0.9499721324725592
18339,2,1,3,28,Male,1,6,2015-03-25,84,3,1,3,468462,No,4,56,10,No,2,76,5,2016-03-20,445,9.77138945927447,21-30,Medium,66923.14285714286,0.9663194372821221
18340,6,4,3,29,Female,4,5,2021-01-01,2193,5,4,5,436469,No,2,43,18,No,4,85,6,2021-11-02,2498,3.997262149212868,21-30,High,72744.83333333333,0.900325914313414
18341,1,3,3,30,Other,2,6,2021-12-17,2543,5,5,4,474387,No,1,42,20,No,4,43,19,2022-06-26,2734,3.0390143737166326,21-30,High,67769.57142857143,0.9785412240351492
18342,6,2,2,26,Male,1,7,2019-08-18,1691,1,1,4,300000,No,1,53,7,No,2,67,9,2020-09-03,2073,5.371663244353183,21-30,Low,37500.0,0.8230159143843978
18343,1,1,4,24,Male,1,3,2020-05-08,1955,1,1,4,250000,No,3,51,7,No,2,17,9,2021-07-25,2398,4.648870636550308,21-30,Low,62500.0,0.8193846748845487
18344,5,2,4,37,Female,4,13,2022-01-27,2584,5,5,4,345862,No,2,71,15,No,4,27,3,2022-11-14,2875,2.926762491444216,31-40,High,24704.428571428572,1.1335760896996792
18345,2,4,3,24,Other,2,4,2020-05-10,1957,5,5,4,495768,No,1,53,27,Yes,4,65,12,2021-08-17,2421,4.643394934976044,21-30,High,99153.6,1.0226448565358197
18346,6,1,3,32,Male,4,9,2020-05-11,1958,4,5,5,513818,No,4,65,18,No,4,89,8,2021-04-04,2286,4.640657084188912,31-40,High,51381.8,1.0598774727201468
18347,2,1,3,40,Male,1,20,2019-06-09,1621,2,1,5,572637,No,2,16,1,No,2,85,9,2019-12-06,1801,5.563312799452429,31-40,Low,27268.428571428572,1.1812062955093958
18348,4,4,5,42,Male,1,20,2023-09-20,3185,2,1,3,778158,Yes,3,94,8,No,2,49,5,2024-08-11,3511,1.2813141683778233,41-50,Low,37055.142857142855,1.0726696400325044
18349,1,1,4,25,Female,2,1,2023-07-23,3126,5,3,4,257836,No,3,61,23,No,3,28,11,2024-07-28,3497,1.4428473648186173,21-30,High,128918.0,0.84506746813413
18350,2,4,2,28,Female,1,9,2021-07-20,2393,3,1,4,384241,Yes,3,48,8,No,2,77,8,2022-04-14,2661,3.4496919917864477,21-30,Medium,38424.1,1.054121526529918
18351,5,1,2,40,Female,2,16,2016-03-12,437,3,1,3,371581,No,5,51,10,No,2,61,16,2017-02-13,775,8.804928131416839,31-40,Medium,21857.70588235294,1.0193902549428964
18352,3,2,5,35,Female,1,11,2019-08-06,1679,5,3,2,833022,Yes,7,74,16,Yes,3,28,6,2020-06-18,1996,5.404517453798768,31-40,High,69418.5,1.1482981719382912
18353,6,1,2,29,Male,2,10,2015-01-22,22,5,5,3,412661,No,3,56,21,No,4,69,12,2015-12-16,350,9.94113620807666,21-30,High,37514.63636363636,1.1320885674859333
18354,3,4,5,40,Female,3,17,2017-11-23,1058,4,2,3,927960,No,2,93,23,Yes,2,32,7,2019-02-26,1518,7.104722792607803,31-40,High,51553.333333333336,1.2791676229821742
18355,5,3,3,21,Female,2,0,2020-01-23,1849,1,1,4,400000,Yes,9,29,9,No,2,51,11,2020-11-24,2155,4.939082819986311,21-30,Low,400000.0,0.8250995276305204
18356,3,5,1,47,Female,2,23,2021-01-07,2199,5,3,2,1376873,No,9,88,16,Yes,3,32,2,2022-01-05,2562,3.980835044490075,41-50,High,57369.708333333336,1.415868860146145
18357,6,3,2,32,Male,3,10,2019-05-04,1585,5,5,3,398816,No,1,55,17,Yes,4,67,13,2020-03-02,1888,5.661875427789186,31-40,High,36256.0,1.0941063830370934
18358,6,1,3,25,Male,1,4,2015-07-26,207,5,5,5,495751,No,3,71,25,No,5,73,13,2016-09-02,611,9.434633812457221,21-30,High,99150.2,1.0226097898058952
18359,2,1,4,32,Female,2,13,2021-09-11,2446,2,1,4,319321,Yes,6,46,11,No,2,12,7,2022-08-03,2772,3.3045859000684463,31-40,Low,22808.64285714286,1.046586935075236
18360,5,2,2,29,Male,1,9,2020-11-09,2140,1,1,4,347203,Yes,9,50,6,No,2,42,9,2022-02-04,2592,4.142368240930869,21-30,Low,34720.3,0.9525119817400203
18361,5,3,2,21,Female,4,0,2022-05-17,2694,3,3,5,303190,No,2,22,12,No,3,63,8,2023-05-20,3062,2.625598904859685,21-30,Medium,303190.0,0.8317673169406853
18362,2,5,5,31,Male,2,7,2021-06-13,2356,1,1,4,608362,Yes,8,54,8,No,2,59,6,2022-01-03,2560,3.5509924709103355,31-40,Low,76045.25,0.8386104718443483
18363,4,2,1,37,Male,3,16,2021-09-24,2459,5,3,2,1243198,No,8,53,18,No,3,51,5,2023-03-14,2995,3.268993839835729,31-40,High,73129.29411764706,1.278407910675834
18364,1,3,2,37,Male,1,18,2020-02-03,1860,2,1,4,412062,No,6,33,7,No,2,73,14,2021-01-08,2200,4.908966461327857,31-40,Low,21687.473684210527,1.1304452790435457
18365,5,5,3,30,Male,4,5,2017-05-08,859,2,4,3,417770,No,1,32,3,Yes,3,58,16,2018-04-10,1196,7.649555099247091,21-30,Low,69628.33333333333,0.8617545741455063
18366,2,1,1,25,Male,1,0,2021-12-24,2550,1,1,2,800000,No,8,44,8,No,1,42,5,2023-05-21,3063,3.0198494182067077,21-30,Low,800000.0,0.8226576366280086
18367,1,4,1,31,Male,1,8,2019-06-27,1639,1,1,4,833176,No,2,82,9,No,2,26,4,2020-07-01,2009,5.514031485284052,31-40,Low,92575.11111111111,0.8567732488189721
18368,3,2,2,33,Male,4,11,2016-11-17,687,3,5,5,380150,No,2,52,14,Yes,4,41,15,2017-10-11,1015,8.120465434633813,31-40,Medium,31679.166666666668,1.0428983328440962
18369,4,3,1,34,Male,3,9,2018-11-11,1411,5,5,3,935217,Yes,7,91,20,No,4,33,8,2020-01-19,1845,6.138261464750171,31-40,High,93521.7,0.9617042586929204
18370,5,1,3,35,Female,1,13,2019-02-20,1512,4,5,4,555640,No,1,44,20,Yes,4,87,16,2020-03-17,1903,5.861738535249829,31-40,High,39688.57142857143,1.146145753831556
